animal_id,state,agro_climatic_zone,species,breed,breed_type,age_months,body_weight_kg,parity,lactation_stage,days_in_milk,pregnancy_status,basal_milk_yield_kg,basal_milk_fat_pct,basal_dry_fodder_kg,basal_green_fodder_kg,basal_concentrate_kg,basal_mineral_mixture_g,basal_total_dmi_kg,basal_feed_cost_inr,rec_dry_fodder_kg,rec_green_fodder_kg,rec_silage_kg,rec_concentrate_kg,rec_mineral_mixture_g,rec_total_dmi_kg,rec_feed_cost_inr,daily_cost_saving_inr,post_balancing_milk_yield_kg,post_balancing_milk_fat_pct,daily_net_economic_gain_inr,ration_balanced_status,study_source
NDDB_RBP_04393,Madhya_Pradesh,Central,Buffalo,Murrah,Buffalo,52,603.9,5,Early,37,0,14.1,7.57,8.5,11.4,3.3,0.0,12.9,174.63,7.3,15.6,0.0,8.2,50.0,17.07,306.27,-131.64,15.09,7.96,-70.48,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04394,Karnataka,Southern,Buffalo,Murrah,Buffalo,106,565.9,3,Late,214,1,14.63,6.82,6.3,13.4,3.8,30.0,11.77,177.93,5.5,17.9,12.0,8.5,50.0,20.02,347.63,-169.7,16.05,7.1,-97.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04395,Tamil_Nadu,Southern,Buffalo,Jaffarabadi,Buffalo,66,525.5,5,Mid,103,0,13.77,7.1,5.6,12.0,5.2,20.0,12.12,205.2,4.2,15.7,12.0,8.1,50.0,18.05,322.64,-117.44,14.5,7.46,-68.82,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04396,Punjab,Northern,Cattle,HF_Cross,Crossbred,64,429.6,6,Mid,155,1,26.27,3.65,7.9,18.0,4.7,20.0,14.94,222.65,6.0,23.3,0.0,11.7,50.0,20.59,404.46,-181.81,29.5,3.94,-24.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04397,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,94,419.7,5,Mid,188,1,11.54,4.67,7.0,14.8,3.9,20.0,12.77,188.06,5.6,20.8,8.0,5.8,50.0,16.98,270.56,-82.5,12.37,4.93,-38.1,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04398,Maharashtra,Western,Cattle,Gir,Indigenous_Zebu,92,393.5,5,Mid,122,0,10.72,4.59,8.4,10.4,3.0,0.0,12.34,163.88,6.8,14.9,0.0,5.5,50.0,14.05,230.78,-66.9,11.8,4.83,-14.53,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04399,Punjab,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,34,388.8,4,Early,60,0,9.77,4.64,8.5,19.8,3.2,0.0,14.49,190.51,7.2,28.3,8.0,5.1,50.0,19.29,280.86,-90.35,10.45,4.91,-53.22,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04400,Gujarat,Western,Buffalo,Jaffarabadi,Buffalo,104,585.6,6,Mid,166,0,15.68,7.39,6.8,10.6,4.4,30.0,12.2,191.12,5.6,15.1,8.0,9.0,50.0,18.72,341.22,-150.1,16.48,7.56,-108.49,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04401,Andhra_Pradesh,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,86,424.0,1,Late,287,1,9.68,4.89,9.0,18.9,3.7,20.0,15.21,206.88,6.9,24.2,12.0,5.1,50.0,19.48,283.59,-76.71,10.29,5.07,-46.12,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04402,Tamil_Nadu,Southern,Buffalo,Mehsana,Buffalo,55,487.9,2,Early,75,0,9.28,7.3,8.8,13.7,4.8,0.0,14.98,220.94,7.7,18.6,0.0,5.8,50.0,15.87,253.47,-32.53,10.28,7.52,14.52,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04403,Haryana,Northern,Cattle,Gir,Indigenous_Zebu,63,451.3,2,Mid,170,1,11.71,4.54,8.2,17.2,3.8,0.0,14.24,198.14,6.5,23.0,0.0,5.9,50.0,15.76,256.75,-58.61,12.75,4.72,-9.91,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04404,Haryana,Northern,Cattle,HF_Cross,Crossbred,50,505.4,1,Mid,93,0,24.46,3.63,7.2,13.4,5.9,0.0,14.47,236.88,6.2,16.6,0.0,11.0,50.0,18.8,373.02,-136.14,28.09,3.83,24.27,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04405,Andhra_Pradesh,Southern,Buffalo,Murrah,Buffalo,57,542.4,5,Mid,106,0,10.02,7.59,5.8,13.9,4.7,0.0,12.23,196.28,5.1,19.9,12.0,6.2,50.0,17.99,289.23,-92.95,11.19,7.85,-36.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04406,Gujarat,Western,Cattle,HF_Cross,Crossbred,94,491.1,4,Mid,102,0,18.93,3.62,6.7,18.5,5.8,0.0,14.95,241.75,5.8,26.2,12.0,8.8,50.0,22.22,375.94,-134.19,20.28,3.96,-55.31,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04407,Gujarat,Western,Cattle,HF_Cross,Crossbred,51,455.7,4,Early,60,0,23.13,4.0,9.2,19.6,5.7,20.0,17.33,261.92,7.5,27.7,0.0,10.5,50.0,21.74,394.19,-132.27,24.91,4.3,-34.74,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04408,Punjab,Northern,Cattle,Kankrej,Indigenous_Zebu,50,415.0,4,Mid,121,1,10.56,4.4,8.8,21.4,3.3,0.0,15.17,198.88,7.3,27.5,12.0,5.4,50.0,20.77,301.65,-102.77,11.68,4.58,-51.8,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04409,Maharashtra,Western,Buffalo,Mehsana,Buffalo,61,472.4,2,Early,70,0,15.15,6.7,8.7,12.9,2.6,30.0,12.75,163.63,7.4,18.3,8.0,8.8,50.0,20.8,356.56,-192.93,16.01,6.99,-141.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04410,Tamil_Nadu,Southern,Buffalo,Mehsana,Buffalo,102,482.1,1,Early,67,0,15.58,6.82,6.4,17.9,5.9,20.0,14.65,242.38,5.3,21.9,8.0,9.0,50.0,19.81,353.93,-111.55,17.31,7.02,-31.96,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04411,Maharashtra,Western,Buffalo,Murrah,Buffalo,64,518.2,5,Late,225,1,11.33,6.92,6.5,14.0,3.5,0.0,11.8,170.55,5.8,19.1,0.0,6.9,50.0,15.25,268.92,-98.37,12.02,7.19,-59.17,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04412,Punjab,Northern,Cattle,Red_Sindhi,Indigenous_Zebu,36,434.5,2,Early,78,0,9.37,4.54,8.4,13.2,4.7,30.0,14.43,216.64,7.2,18.8,8.0,4.9,50.0,17.21,254.76,-38.12,9.98,4.7,-8.55,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04413,Haryana,Northern,Buffalo,Mehsana,Buffalo,77,472.5,3,Late,287,1,8.78,7.0,7.3,11.3,4.0,0.0,12.43,183.61,6.0,14.2,12.0,5.6,50.0,17.12,267.84,-84.23,9.54,7.16,-49.24,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04414,Tamil_Nadu,Southern,Cattle,Jersey_Cross,Crossbred,57,424.3,1,Late,225,1,14.53,4.16,6.4,20.4,4.2,20.0,13.62,203.68,5.3,28.4,12.0,7.0,50.0,20.59,330.23,-126.55,15.64,4.32,-74.36,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04415,Maharashtra,Western,Cattle,Jersey_Cross,Crossbred,59,456.7,1,Early,87,0,14.44,4.08,9.2,18.0,5.1,30.0,16.47,243.6,8.2,23.7,8.0,7.0,50.0,20.98,327.64,-84.04,16.11,4.35,-3.18,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04416,Andhra_Pradesh,Southern,Cattle,Jersey_Cross,Crossbred,79,396.7,1,Late,255,1,15.02,4.22,7.1,17.6,5.4,30.0,14.77,234.77,5.4,23.8,12.0,7.2,50.0,19.94,326.06,-91.29,16.26,4.41,-31.81,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04417,Punjab,Northern,Buffalo,Murrah,Buffalo,66,541.5,2,Early,79,0,8.86,6.83,5.5,21.3,6.0,0.0,14.61,244.11,4.2,27.6,12.0,5.6,50.0,18.18,283.82,-39.71,9.46,7.13,-5.56,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04418,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,95,463.6,4,Mid,192,1,11.54,4.41,9.2,17.1,4.6,30.0,15.84,228.62,8.1,21.3,8.0,5.8,50.0,19.33,290.41,-61.79,12.8,4.71,1.45,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04419,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,85,540.6,1,Early,55,0,17.83,7.08,8.7,11.5,3.5,0.0,13.28,181.55,6.8,15.5,0.0,10.1,50.0,18.31,351.7,-170.15,19.47,7.28,-92.25,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04420,Gujarat,Western,Cattle,Kankrej,Indigenous_Zebu,80,409.3,4,Mid,156,1,7.72,4.59,6.7,14.5,3.7,20.0,12.26,179.95,5.4,19.4,12.0,4.3,50.0,16.45,240.98,-61.03,8.76,4.96,-8.55,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04421,Gujarat,Western,Cattle,Sahiwal,Indigenous_Zebu,85,459.8,4,Mid,132,0,14.91,4.4,8.0,15.7,5.2,0.0,15.02,229.74,6.5,19.9,12.0,7.2,50.0,20.15,325.73,-95.99,16.53,4.59,-21.87,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04422,Gujarat,Western,Cattle,Jersey_Cross,Crossbred,98,382.3,3,Late,275,0,20.09,4.44,5.5,21.7,4.0,0.0,12.89,192.99,4.4,30.3,12.0,9.2,50.0,22.14,384.86,-191.87,21.61,4.73,-109.04,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04423,Maharashtra,Western,Buffalo,Mehsana,Buffalo,94,543.7,4,Late,292,1,8.06,6.81,8.0,20.5,5.1,0.0,15.89,237.7,6.3,26.5,0.0,5.2,50.0,15.65,244.75,-7.05,9.12,7.15,45.63,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04424,Karnataka,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,89,361.6,1,Mid,120,0,8.51,4.88,9.3,12.5,5.3,0.0,15.64,235.05,7.1,17.9,0.0,4.6,50.0,14.11,216.23,18.82,9.16,5.25,57.08,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04425,Maharashtra,Western,Cattle,Jersey_Cross,Crossbred,58,383.8,3,Early,44,0,14.55,4.48,9.0,12.5,4.5,20.0,14.65,213.6,7.3,15.8,12.0,7.0,50.0,19.87,317.51,-103.91,15.8,4.79,-36.82,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04426,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,33,436.4,2,Mid,113,0,8.24,4.67,7.3,18.9,4.4,20.0,14.31,212.33,6.1,25.1,8.0,4.5,50.0,17.12,249.97,-37.64,8.72,4.84,-13.47,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04427,Punjab,Northern,Cattle,Tharparkar,Indigenous_Zebu,31,418.2,5,Early,51,0,8.25,4.69,5.6,12.2,4.4,0.0,11.44,183.24,5.0,16.9,8.0,4.5,50.0,14.49,223.68,-40.44,8.93,5.01,-3.17,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04428,Madhya_Pradesh,Central,Cattle,HF_Cross,Crossbred,45,544.3,1,Early,64,0,25.09,3.81,9.2,13.6,3.5,20.0,14.15,191.52,7.3,19.3,8.0,11.2,50.0,23.07,420.41,-228.89,28.6,4.06,-66.91,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04429,Maharashtra,Western,Buffalo,Mehsana,Buffalo,32,528.5,1,Late,285,1,10.64,6.65,9.1,18.9,5.2,30.0,16.65,247.43,7.3,27.3,0.0,6.5,50.0,17.88,287.81,-40.38,11.32,6.88,-4.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04430,Haryana,Northern,Buffalo,Jaffarabadi,Buffalo,34,513.7,2,Mid,99,0,16.79,7.73,7.7,18.9,3.8,20.0,14.13,199.73,6.5,26.9,8.0,9.6,50.0,22.43,389.53,-189.8,18.12,7.93,-124.76,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04431,Punjab,Northern,Cattle,Gir,Indigenous_Zebu,30,438.0,5,Late,205,1,8.95,4.69,5.8,11.1,5.5,0.0,12.39,210.92,4.7,15.6,0.0,4.8,50.0,11.67,198.37,12.55,9.83,4.89,53.85,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04432,Madhya_Pradesh,Central,Buffalo,Jaffarabadi,Buffalo,74,549.0,4,Mid,102,0,15.34,7.27,8.7,10.0,5.9,0.0,15.14,240.65,7.3,14.4,0.0,8.9,50.0,17.46,321.83,-81.18,17.46,7.51,16.14,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04433,Karnataka,Southern,Cattle,Sahiwal,Indigenous_Zebu,79,421.8,1,Early,55,0,12.78,4.22,8.3,18.9,4.1,20.0,14.94,212.03,6.7,26.4,8.0,6.3,50.0,19.54,304.13,-92.1,14.19,4.61,-16.38,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04434,Gujarat,Western,Cattle,HF_Cross,Crossbred,94,431.0,1,Mid,166,1,23.16,4.04,7.5,18.3,3.1,0.0,13.2,177.11,6.3,25.4,12.0,10.5,50.0,24.04,422.13,-245.02,25.31,4.31,-135.99,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04435,Karnataka,Southern,Cattle,HF_Cross,Crossbred,53,438.3,3,Mid,184,1,22.82,3.69,6.5,16.6,4.5,20.0,13.22,203.87,5.0,24.1,8.0,10.3,50.0,21.15,390.32,-186.45,25.29,3.98,-63.25,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04436,Tamil_Nadu,Southern,Cattle,HF_Cross,Crossbred,34,473.5,6,Early,55,0,24.52,4.07,8.0,12.7,4.4,30.0,13.7,204.74,6.5,18.1,12.0,11.0,50.0,23.21,420.57,-215.83,25.78,4.38,-135.98,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04437,Haryana,Northern,Cattle,Jersey_Cross,Crossbred,70,479.0,2,Mid,106,0,13.95,4.19,8.0,10.5,2.8,0.0,11.82,155.9,7.0,13.7,12.0,6.8,50.0,19.0,305.44,-149.54,15.83,4.39,-65.44,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04438,Punjab,Northern,Cattle,Gir,Indigenous_Zebu,35,384.3,6,Early,88,0,14.85,4.47,7.9,19.9,5.0,20.0,15.59,234.63,7.1,28.6,0.0,7.1,50.0,18.5,304.77,-70.14,16.5,4.62,2.46,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04439,Tamil_Nadu,Southern,Buffalo,Jaffarabadi,Buffalo,65,527.4,4,Late,297,1,15.73,7.53,9.5,13.2,3.3,20.0,14.16,187.69,7.9,16.5,8.0,9.1,50.0,21.16,364.15,-176.46,17.82,7.9,-70.67,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04440,Andhra_Pradesh,Southern,Cattle,Gir,Indigenous_Zebu,106,437.7,3,Early,26,0,9.49,4.51,9.5,13.1,4.1,0.0,14.86,206.67,8.4,17.7,8.0,5.0,50.0,18.16,263.94,-57.27,10.61,4.9,1.84,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04441,Karnataka,Southern,Buffalo,Murrah,Buffalo,37,531.9,3,Late,239,0,16.95,7.05,9.3,10.2,4.9,0.0,14.82,219.59,7.2,13.5,12.0,9.7,50.0,21.75,381.9,-162.31,19.34,7.38,-45.96,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04442,Andhra_Pradesh,Southern,Cattle,HF_Cross,Crossbred,60,446.3,4,Mid,194,0,26.14,3.67,6.7,21.1,5.4,0.0,15.11,237.07,5.5,29.3,8.0,11.7,50.0,23.9,441.91,-204.84,27.49,3.85,-133.75,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04443,Punjab,Northern,Buffalo,Jaffarabadi,Buffalo,102,515.7,5,Mid,152,0,17.16,7.71,5.7,20.1,2.7,30.0,11.58,159.57,5.1,24.1,0.0,9.8,50.0,18.23,350.07,-190.5,18.3,8.0,-125.95,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04444,Tamil_Nadu,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,65,377.7,1,Late,222,1,8.66,4.52,7.5,18.8,4.8,30.0,14.83,224.81,6.7,23.6,0.0,4.7,50.0,14.98,228.37,-3.56,9.76,4.9,53.08,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04445,Andhra_Pradesh,Southern,Cattle,Sahiwal,Indigenous_Zebu,41,411.6,4,Mid,175,1,12.93,4.36,5.5,10.3,5.3,0.0,11.78,201.71,4.9,12.7,8.0,6.4,50.0,15.27,263.09,-61.38,14.48,4.66,14.9,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04446,Tamil_Nadu,Southern,Buffalo,Jaffarabadi,Buffalo,79,587.2,6,Late,209,0,17.93,7.89,5.7,20.3,3.0,0.0,11.89,165.41,4.3,27.2,8.0,10.2,50.0,21.05,389.29,-223.88,19.73,8.28,-124.7,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04447,Haryana,Northern,Cattle,Sahiwal,Indigenous_Zebu,99,394.2,2,Late,287,1,10.35,4.53,6.7,20.1,4.2,0.0,13.83,203.67,6.0,26.3,0.0,5.3,50.0,15.43,244.66,-40.99,11.87,4.91,34.81,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04448,Maharashtra,Western,Buffalo,Mehsana,Buffalo,50,475.6,1,Late,207,1,12.97,7.49,9.4,15.7,3.6,20.0,14.84,200.24,7.8,20.2,8.0,7.7,50.0,20.55,335.14,-134.9,14.61,7.65,-63.23,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04449,Haryana,Northern,Cattle,Kankrej,Indigenous_Zebu,35,442.1,2,Early,59,0,13.21,4.46,6.3,14.9,5.0,0.0,13.15,210.03,5.1,19.0,8.0,6.5,50.0,16.8,281.05,-71.02,14.76,4.76,5.59,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04450,Madhya_Pradesh,Central,Cattle,Tharparkar,Indigenous_Zebu,42,370.5,1,Mid,175,1,12.6,4.77,6.0,15.4,4.4,0.0,12.44,193.28,4.8,19.3,0.0,6.2,50.0,13.76,243.66,-50.38,14.04,5.15,25.68,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04451,Tamil_Nadu,Southern,Cattle,Red_Sindhi,Indigenous_Zebu,57,429.2,6,Early,87,0,11.75,4.88,8.3,13.4,5.1,0.0,14.74,224.33,7.3,17.5,0.0,5.9,50.0,15.38,250.65,-26.32,12.61,5.13,18.97,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04452,Madhya_Pradesh,Central,Buffalo,Murrah,Buffalo,48,546.6,4,Late,242,0,16.23,7.0,7.7,12.5,3.6,20.0,12.67,180.45,6.2,16.6,8.0,9.3,50.0,19.83,356.82,-176.37,17.4,7.2,-117.99,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04453,Haryana,Northern,Cattle,Jersey_Cross,Crossbred,34,484.4,1,Late,226,1,20.1,4.49,5.8,15.8,3.2,0.0,11.26,161.46,4.9,22.2,0.0,9.2,50.0,17.13,328.79,-167.33,21.99,4.72,-75.28,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04454,Gujarat,Western,Cattle,Jersey_Cross,Crossbred,74,383.8,4,Mid,177,1,21.41,4.48,9.4,11.9,2.9,0.0,13.45,172.08,7.4,15.4,12.0,9.8,50.0,22.4,390.18,-218.1,23.62,4.74,-109.56,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04455,Haryana,Northern,Cattle,Jersey_Cross,Crossbred,77,472.9,6,Mid,132,0,17.57,4.3,5.9,21.5,4.4,20.0,13.57,207.55,4.6,26.9,0.0,8.2,50.0,16.9,310.88,-103.33,19.23,4.48,-26.4,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04456,Punjab,Northern,Cattle,Gir,Indigenous_Zebu,91,444.6,4,Early,86,0,15.34,4.73,6.4,20.9,5.3,20.0,14.71,233.38,5.7,28.7,12.0,7.3,50.0,21.28,341.69,-108.31,17.36,5.03,-10.72,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04457,Tamil_Nadu,Southern,Cattle,Sahiwal,Indigenous_Zebu,55,392.7,1,Early,52,0,16.65,4.47,9.5,19.3,5.7,20.0,17.54,263.51,7.9,25.4,12.0,7.9,50.0,23.14,366.53,-103.02,18.21,4.86,-15.33,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04458,Punjab,Northern,Cattle,Jersey_Cross,Crossbred,72,397.7,1,Early,29,0,20.93,4.05,6.5,10.5,4.6,30.0,12.09,193.85,5.0,15.2,12.0,9.6,50.0,20.02,366.54,-172.69,22.8,4.29,-79.74,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04459,Andhra_Pradesh,Southern,Cattle,Kankrej,Indigenous_Zebu,73,443.2,2,Late,269,1,9.56,4.51,6.4,12.1,5.9,0.0,13.49,228.02,5.5,17.1,0.0,5.0,50.0,12.87,212.87,15.15,10.25,4.87,56.13,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04460,Tamil_Nadu,Southern,Cattle,Sahiwal,Indigenous_Zebu,89,401.4,2,Mid,194,0,12.62,4.39,7.5,17.1,4.2,20.0,13.95,204.67,6.2,20.9,8.0,6.2,50.0,17.9,285.68,-81.01,14.36,4.59,-3.4,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04461,Madhya_Pradesh,Central,Cattle,Red_Sindhi,Indigenous_Zebu,33,379.2,4,Mid,151,1,10.87,4.5,8.1,19.9,3.5,0.0,14.42,195.53,6.7,28.6,8.0,5.5,50.0,19.26,288.17,-92.64,12.26,4.78,-26.09,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04462,Karnataka,Southern,Buffalo,Jaffarabadi,Buffalo,76,532.9,5,Mid,199,0,9.86,7.24,7.8,20.0,4.4,30.0,14.98,219.3,6.3,26.9,8.0,6.1,50.0,19.1,297.03,-77.73,10.56,7.61,-35.5,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04463,Madhya_Pradesh,Central,Cattle,HF_Cross,Crossbred,94,496.9,1,Mid,169,1,14.95,4.02,9.4,12.5,4.7,30.0,15.19,222.6,7.8,15.7,8.0,7.2,50.0,19.2,312.24,-89.64,16.82,4.41,7.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04464,Tamil_Nadu,Southern,Cattle,HF_Cross,Crossbred,107,479.0,6,Late,294,1,14.68,4.0,6.1,14.0,2.8,0.0,10.81,149.35,5.4,17.3,0.0,7.1,50.0,14.71,267.16,-117.81,16.02,4.23,-52.15,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04465,Gujarat,Western,Buffalo,Murrah,Buffalo,59,588.0,2,Early,60,0,11.91,7.19,6.6,12.0,4.3,0.0,12.21,187.7,5.1,15.2,12.0,7.2,50.0,17.95,304.89,-117.19,13.46,7.57,-37.83,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04466,Gujarat,Western,Buffalo,Mehsana,Buffalo,40,504.0,1,Late,249,1,14.16,6.83,6.9,15.4,3.1,20.0,12.08,167.83,5.6,21.2,0.0,8.3,50.0,16.75,308.44,-140.61,15.04,7.19,-85.51,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04467,Gujarat,Western,Cattle,Tharparkar,Indigenous_Zebu,30,384.4,2,Late,234,1,11.42,4.52,6.3,13.6,5.1,30.0,12.98,212.17,4.9,18.3,8.0,5.8,50.0,15.85,259.81,-47.64,12.86,4.72,17.37,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04468,Haryana,Northern,Cattle,Tharparkar,Indigenous_Zebu,64,401.9,4,Mid,94,0,9.42,4.51,8.7,12.3,5.8,30.0,15.51,245.51,7.7,17.7,8.0,5.0,50.0,17.53,258.69,-13.18,10.13,4.76,23.93,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04469,Haryana,Northern,Cattle,Kankrej,Indigenous_Zebu,105,474.1,1,Early,51,0,8.17,4.69,9.3,11.9,3.4,0.0,13.81,184.33,8.1,15.9,0.0,4.5,50.0,14.52,216.73,-32.4,8.9,5.02,7.09,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04470,Karnataka,Southern,Cattle,Kankrej,Indigenous_Zebu,86,480.9,6,Mid,131,1,11.54,4.42,8.1,11.7,5.6,30.0,14.67,234.49,7.2,17.0,8.0,5.8,50.0,17.66,274.2,-39.71,12.51,4.65,8.66,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
NDDB_RBP_04471,Madhya_Pradesh,Central,Cattle,Tharparkar,Indigenous_Zebu,103,385.6,3,Mid,128,1,14.53,4.75,7.7,11.8,3.3,0.0,12.26,169.51,6.4,16.3,8.0,7.0,50.0,17.88,297.86,-128.35,16.52,4.91,-42.16,Balanced,NDDB Ration Balancing Programme (RBP) Field Trial Benchmark
